MonthlyIncome,Age,TotalEarnInCompany,Attrition
4449,37,822175.2000000001,0
4449,37,822175.2000000001,0
4449,37,822175.2000000001,0
4449,48,822175.2000000001,0
4449,48,822175.2000000001,0
2218,31,139734.0,0
2218,29,139734.0,0
2218,31,139734.0,0
2218,29,139734.0,0
2218,29,139734.0,0
2218,29,139734.0,0
2218,31,139734.0,0
2218,31,139734.0,0
2218,31,139734.0,0
2218,29,139734.0,0
2218,31,139734.0,0
2218,29,139734.0,0
2218,29,139734.0,0
2218,29,139734.0,0
2218,31,139734.0,0
2218,31,139734.0,0
19197,39,5321408.4,0
19197,19,5321408.4,0
19197,39,5321408.4,0
19197,19,5321408.4,0
19197,19,5068008.0,0
19197,19,4837644.0,0
19197,39,5321408.4,0
19197,39,5321408.4,0
19197,39,5321408.4,0
19197,19,5321408.4,0
19197,39,5321408.4,0
19197,19,5321408.4,0
19197,19,5068008.0,0
19197,39,5321408.4,0
13212,23,1458604.7999999998,0
13212,23,1458604.7999999998,0
13212,56,1458604.7999999998,0
13212,23,1331769.6,0
13212,23,1331769.6,0
13212,56,1458604.7999999998,0
3291,56,347529.60000000003,0
13212,56,1458604.7999999998,0
13212,23,1458604.7999999998,0
13212,23,1458604.7999999998,0
13212,56,1458604.7999999998,0
13212,23,1331769.6,0
13212,23,1331769.6,0
13212,56,1458604.7999999998,0
3291,56,347529.60000000003,0
6577,30,473544.0,0
6577,25,473544.0,1
6577,30,473544.0,0
6577,25,473544.0,1
6577,25,473544.0,1
6577,25,473544.0,1
6577,30,473544.0,0
6577,30,473544.0,0
6577,30,473544.0,0
6577,25,473544.0,1
6577,30,473544.0,0
6577,25,473544.0,1
6577,25,473544.0,1
6577,25,473544.0,1
6577,30,473544.0,0
6577,30,473544.0,0
8392,41,1163131.2,0
8392,26,1163131.2,0
8392,41,1163131.2,0
8392,26,1163131.2,0
8392,26,1163131.2,0
8392,26,1163131.2,0
8392,41,1163131.2,0
8392,41,1163131.2,0
8392,41,1163131.2,0
8392,26,1163131.2,0
8392,41,1163131.2,0
8392,26,1163131.2,0
8392,26,1163131.2,0
8392,26,1163131.2,0
8392,41,1163131.2,0
8392,41,1163131.2,0
4558,28,631738.8,0
4558,21,631738.8,1
4558,21,631738.8,1
4558,28,631738.8,0
4558,21,601656.0,1
4558,21,601656.0,1
4558,28,631738.8,0
4558,28,631738.8,0
4558,28,631738.8,0
4558,21,631738.8,1
4558,21,631738.8,1
4558,28,631738.8,0
4558,21,601656.0,1
4558,21,601656.0,1
4558,28,631738.8,0
4558,28,631738.8,0
4031,25,152371.80000000002,1
4031,51,152371.80000000002,0
4031,25,152371.80000000002,1
4031,51,152371.80000000002,0
4031,25,152371.80000000002,1
4031,25,152371.80000000002,1
4031,51,152371.80000000002,0
4031,51,152371.80000000002,0
4031,25,152371.80000000002,1
4031,51,152371.80000000002,0
4031,25,152371.80000000002,1
4031,51,152371.80000000002,0
4031,25,152371.80000000002,1
4031,25,152371.80000000002,1
4031,51,152371.80000000002,0
4031,51,152371.80000000002,0
7969,52,573768.0,0
7969,44,573768.0,0
7969,52,573768.0,0
7969,44,573768.0,0
7969,44,573768.0,0
7969,44,573768.0,0
7969,52,573768.0,0
7969,52,573768.0,0
7969,52,573768.0,0
7969,44,573768.0,0
7969,52,573768.0,0
7969,44,573768.0,0
7969,44,573768.0,0
7969,44,573768.0,0
7969,52,573768.0,0
7969,52,573768.0,0
2654,45,105098.40000000001,0
2654,34,105098.40000000001,0
2654,45,105098.40000000001,0
2654,34,105098.40000000001,0
2654,34,105098.40000000001,0
2654,34,105098.40000000001,0
2654,45,105098.40000000001,0
2654,45,105098.40000000001,0
2654,45,105098.40000000001,0
2654,34,105098.40000000001,0
2654,45,105098.40000000001,0
2654,34,105098.40000000001,0
2654,34,105098.40000000001,0
2654,34,105098.40000000001,0
2654,45,105098.40000000001,0
16555,52,1191960.0,0
16555,35,1191960.0,0
16555,52,1191960.0,0
16555,35,1191960.0,0
16555,35,1191960.0,0
16555,35,1191960.0,0
16555,52,1191960.0,0
16555,52,1191960.0,0
16555,52,1191960.0,0
16555,35,1191960.0,0
16555,52,1191960.0,0
16555,35,1191960.0,0
16555,35,1191960.0,0
16555,35,1191960.0,0
16555,52,1191960.0,0
16555,52,1191960.0,0
4556,42,344433.60000000003,0
4556,36,344433.60000000003,0
4556,36,344433.60000000003,0
4556,42,344433.60000000003,0
4556,36,344433.60000000003,0
4556,36,344433.60000000003,0
4556,42,344433.60000000003,0
4556,42,344433.60000000003,0
4556,42,344433.60000000003,0
4556,36,344433.60000000003,0
4556,36,344433.60000000003,0
4556,42,344433.60000000003,0
4556,36,344433.60000000003,0
4556,36,344433.60000000003,0
4556,42,344433.60000000003,0
4556,42,344433.60000000003,0
6091,30,438552.0,0
6091,28,438552.0,0
6091,30,438552.0,0
6091,28,438552.0,0
6091,28,438552.0,0
6091,28,438552.0,0
6091,30,438552.0,0
6091,30,438552.0,0
6091,30,438552.0,0
6091,28,438552.0,0
6091,30,438552.0,0
6091,28,438552.0,0
6091,28,438552.0,0
6091,28,438552.0,0
6091,30,438552.0,0
6091,30,438552.0,0
19566,60,7043760.0,0
19566,58,7043760.0,0
19566,60,7043760.0,0
19566,58,7043760.0,0
19566,58,7043760.0,0
19566,58,7043760.0,0
19566,60,2817504.0,0
19566,60,7043760.0,0
19566,58,7043760.0,0
19566,60,7043760.0,0
19566,58,7043760.0,0
19566,58,7043760.0,0
19566,58,7043760.0,0
19566,60,2817504.0,0
19566,60,7043760.0,0
4810,46,666666.0,0
4810,32,666666.0,1
4810,32,666666.0,1
4810,46,666666.0,0
4810,32,666666.0,1
4810,32,666666.0,1
4810,46,666666.0,0
4810,46,666666.0,0
4810,32,666666.0,1
4810,32,666666.0,1
4810,46,666666.0,0
4810,32,666666.0,1
4810,32,666666.0,1
4810,46,666666.0,0
4810,46,666666.0,0
4523,42,436921.8,0
4523,46,436921.8,0
4523,46,436921.8,0
4523,42,436921.8,0
4523,42,436921.8,0
4523,42,436921.8,0
4523,46,436921.8,0
4523,46,436921.8,0
4523,46,436921.8,0
4523,46,436921.8,0
4523,42,436921.8,0
4523,42,436921.8,0
4523,42,436921.8,0
4523,46,436921.8,0
4523,46,436921.8,0
3202,24,230544.0,1
3202,28,230544.0,0
3202,24,230544.0,1
3202,28,230544.0,0
3202,24,242071.2,1
3202,24,265125.6,1
3202,28,230544.0,0
3202,28,230544.0,0
3202,28,230544.0,0
3202,24,230544.0,1
3202,28,230544.0,0
3202,24,242071.2,1
3202,24,265125.6,1
3202,28,230544.0,0
3202,28,230544.0,0
2351,34,88867.8,1
2351,50,88867.8,0
2351,34,88867.8,1
2351,50,88867.8,0
2351,34,88867.8,1
2351,34,88867.8,1
2351,50,88867.8,0
2351,50,88867.8,0
2351,50,88867.8,0
2351,34,88867.8,1
2351,50,88867.8,0
5985,34,215460.0,1
2351,34,88867.8,1
2351,50,88867.8,0
2351,50,88867.8,0
1702,38,42890.4,0
1702,52,42890.4,1
1702,38,42890.4,0
1702,52,42890.4,1
1702,38,42890.4,0
1702,38,42890.4,0
1702,52,42890.4,1
1702,52,42890.4,1
1702,52,42890.4,1
1702,38,42890.4,0
1702,52,42890.4,1
1702,38,42890.4,0
1702,38,42890.4,0
1702,52,42890.4,1
1702,52,42890.4,1
18041,40,4546332.0,0
18041,39,4546332.0,0
18041,40,4546332.0,0
18041,39,4546332.0,0
18041,39,4546332.0,0
18041,39,4546332.0,0
18041,40,4546332.0,0
18041,40,4546332.0,0
18041,39,4546332.0,0
18041,40,4546332.0,0
18041,39,4546332.0,0
18041,39,4546332.0,0
18041,39,4546332.0,0
18041,40,4546332.0,0
18041,40,4546332.0,0
2886,26,152380.80000000002,0
2886,31,152380.80000000002,0
2886,31,152380.80000000002,0
2886,26,152380.80000000002,0
2886,26,152380.80000000002,0
2886,26,152380.80000000002,0
2886,31,152380.80000000002,0
2886,31,152380.80000000002,0
2886,31,152380.80000000002,0
2886,31,152380.80000000002,0
2886,26,152380.80000000002,0
2886,26,152380.80000000002,0
2886,26,152380.80000000002,0
2886,31,152380.80000000002,0
2886,31,152380.80000000002,0
2097,30,158533.2,0
2097,31,158533.2,1
2097,31,158533.2,1
2097,30,158533.2,0
2097,30,158533.2,0
2097,30,158533.2,0
2097,31,158533.2,1
2097,31,158533.2,1
2097,31,158533.2,1
2097,31,158533.2,1
2097,30,158533.2,0
2097,30,158533.2,0
2693,30,64632.0,0
2097,31,158533.2,1
2097,31,158533.2,1
11935,29,1575420.0,0
11935,44,1575420.0,1
11935,29,1575420.0,0
11935,44,1575420.0,1
11935,29,1575420.0,0
11935,29,1575420.0,0
11935,44,1575420.0,1
11935,44,1575420.0,1
11935,44,1575420.0,1
11935,29,1575420.0,0
11935,44,1575420.0,1
11935,29,1575420.0,0
11935,29,1575420.0,0
11935,44,1575420.0,1
11935,44,1575420.0,1
2546,29,91656.0,1
2546,42,91656.0,0
2546,42,91656.0,0
2546,29,91656.0,1
2546,29,91656.0,1
2546,29,91656.0,1
2546,42,91656.0,0
2546,42,91656.0,0
2546,42,91656.0,0
2546,42,91656.0,0
2546,29,91656.0,1
2546,29,91656.0,1
2546,29,91656.0,1
2546,42,91656.0,0
2546,42,91656.0,0
2564,19,61536.0,1
2564,56,61536.0,0
2564,19,61536.0,1
2564,56,61536.0,0
2564,19,61536.0,1
2564,19,30768.0,1
2564,56,61536.0,0
2564,56,61536.0,0
2564,56,61536.0,0
2564,19,61536.0,1
2564,56,61536.0,0
2564,19,61536.0,1
2564,56,61536.0,0
2564,56,61536.0,0
8412,30,1009440.0,0
8412,40,1009440.0,0
8412,40,1009440.0,0
8412,30,1009440.0,0
8412,30,1009440.0,0
8412,30,1009440.0,0
8412,40,1009440.0,0
8412,40,1009440.0,0
8412,40,1009440.0,0
8412,40,1009440.0,0
8412,30,1009440.0,0
8412,30,1009440.0,0
8412,30,1009440.0,0
8412,40,1009440.0,0
14118,57,355773.60000000003,0
14118,34,355773.60000000003,0
14118,34,355773.60000000003,0
14118,57,355773.60000000003,0
14118,34,355773.60000000003,0
14118,34,355773.60000000003,0
14118,57,355773.60000000003,0
14118,57,355773.60000000003,0
14118,34,355773.60000000003,0
14118,34,355773.60000000003,0
14118,57,355773.60000000003,0
14118,34,355773.60000000003,0
14118,34,355773.60000000003,0
14118,57,355773.60000000003,0
14118,57,355773.60000000003,0
17046,50,6013828.8,0
17046,40,6013828.8,0
17046,40,6013828.8,0
17046,50,6013828.8,0
17046,40,6013828.8,0
17046,40,6013828.8,0
17046,50,6013828.8,0
17046,50,6013828.8,0
17046,40,6013828.8,0
17046,40,6013828.8,0
17046,50,6013828.8,0
17046,40,6013828.8,0
17046,50,6013828.8,0
17046,50,6013828.8,0
2564,30,369216.0,0
2564,35,369216.0,0
2564,30,369216.0,0
2564,35,369216.0,0
2564,30,369216.0,0
2564,30,369216.0,0
2564,35,369216.0,0
2564,35,369216.0,0
2564,35,369216.0,0
2564,30,369216.0,0
2564,35,369216.0,0
2564,30,369216.0,0
3149,30,238064.40000000002,0
2564,35,369216.0,0
2564,35,369216.0,0
10266,60,2340648.0,0
10266,51,2340648.0,0
10266,51,2340648.0,0
10266,60,2340648.0,0
10266,51,2340648.0,0
10266,51,2340648.0,0
10266,60,123192.0,0
10266,60,2340648.0,0
10266,51,2340648.0,0
10266,51,2340648.0,0
10266,60,2340648.0,0
10266,51,2340648.0,0
10266,51,2340648.0,0
10266,60,123192.0,0
10266,60,2340648.0,0
5070,47,419795.99999999994,0
5070,38,419795.99999999994,0
5070,47,419795.99999999994,0
5070,38,419795.99999999994,0
5070,38,419795.99999999994,0
5070,38,419795.99999999994,0
5070,47,419795.99999999994,0
5070,47,419795.99999999994,0
5070,38,419795.99999999994,0
5070,47,419795.99999999994,0
5070,38,419795.99999999994,0
5070,38,419795.99999999994,0
5070,38,419795.99999999994,0
5070,47,419795.99999999994,0
5070,47,419795.99999999994,0
17861,46,857328.0,0
17861,40,857328.0,0
17861,40,857328.0,0
17861,46,857328.0,0
17861,40,857328.0,0
17861,40,857328.0,0
17861,46,857328.0,0
17861,46,857328.0,0
17861,40,857328.0,0
17861,40,857328.0,0
17861,46,857328.0,0
17861,40,857328.0,0
17861,40,857328.0,0
17861,46,857328.0,0
17861,46,857328.0,0
4230,35,304560.0,0
4230,48,304560.0,0
4230,48,304560.0,0
4230,35,304560.0,0
4230,35,304560.0,0
4230,35,304560.0,0
4230,48,304560.0,0
4230,48,304560.0,0
4230,48,304560.0,0
4230,48,304560.0,0
4230,35,304560.0,0
4230,35,304560.0,0
4230,35,304560.0,0
4230,48,304560.0,0
4230,48,304560.0,0
3780,54,90720.0,0
3780,18,90720.0,0
3780,18,90720.0,0
3780,54,90720.0,0
3780,18,90720.0,0
3780,18,90720.0,0
3780,54,90720.0,0
3780,18,90720.0,0
3780,18,90720.0,0
3780,54,90720.0,0
3780,18,90720.0,0
3780,18,90720.0,0
3780,54,90720.0,0
2768,34,279014.4,0
2768,27,279014.4,0
2768,27,279014.4,0
2768,27,279014.4,0
2768,27,279014.4,0
2768,34,279014.4,0
2768,34,279014.4,0
2768,27,279014.4,0
2768,34,279014.4,0
2768,27,279014.4,0
2768,27,279014.4,0
2768,27,279014.4,0
3149,34,238064.40000000002,0
2768,34,279014.4,0
9071,46,457178.4,0
9071,56,457178.4,0
9071,46,457178.4,0
9071,56,457178.4,0
9071,46,457178.4,0
9071,46,457178.4,0
9071,56,457178.4,0
9071,56,457178.4,0
9071,56,457178.4,0
9071,46,457178.4,0
9071,56,457178.4,0
9071,46,457178.4,0
9071,46,457178.4,0
9071,56,457178.4,0
9071,56,457178.4,0
10648,31,1878307.2000000002,0
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,0
10648,31,1878307.2000000002,0
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,0
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,0
10648,31,1878307.2000000002,0
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,1
10648,31,1878307.2000000002,0
13610,33,1306560.0,1
13610,38,1306560.0,0
13610,38,1306560.0,0
13610,33,1306560.0,1
13610,33,1306560.0,1
13610,33,1306560.0,1
13610,38,1306560.0,0
13610,38,1306560.0,0
13610,38,1306560.0,0
13610,38,1306560.0,0
13610,33,1306560.0,1
13610,33,1306560.0,1
13610,33,1306560.0,1
13610,38,1306560.0,0
13610,38,1306560.0,0
3408,33,235151.99999999997,1
3408,28,235151.99999999997,0
3408,33,235151.99999999997,1
3408,28,235151.99999999997,0
3408,28,235151.99999999997,0
3408,28,235151.99999999997,0
3408,33,235151.99999999997,1
3408,33,235151.99999999997,1
3408,28,235151.99999999997,0
3408,33,235151.99999999997,1
3408,28,235151.99999999997,0
3408,28,235151.99999999997,0
3408,28,235151.99999999997,0
3408,33,235151.99999999997,1
3408,33,235151.99999999997,1
2983,30,143184.0,0
2983,39,143184.0,0
2983,30,143184.0,0
2983,39,143184.0,0
2983,30,143184.0,0
2983,30,143184.0,0
2983,39,143184.0,0
2983,39,143184.0,0
2983,39,143184.0,0
2983,30,143184.0,0
2983,39,143184.0,0
2983,30,143184.0,0
2983,30,143184.0,0
2983,39,143184.0,0
2983,39,143184.0,0
7632,35,824256.0,0
7632,41,824256.0,0
7632,35,824256.0,0
7632,41,824256.0,0
7632,35,824256.0,0
7632,35,824256.0,0
7632,41,824256.0,0
7632,41,824256.0,0
7632,41,824256.0,0
7632,35,824256.0,0
7632,41,824256.0,0
7632,35,824256.0,0
7632,35,824256.0,0
7632,41,824256.0,0
9824,31,235776.0,1
9824,37,235776.0,0
9824,37,235776.0,0
9824,31,235776.0,1
9824,31,235776.0,1
9824,31,235776.0,1
9824,37,235776.0,0
9824,37,235776.0,0
9824,37,235776.0,0
2559,31,290190.60000000003,1
9824,31,235776.0,1
9824,31,235776.0,1
9824,37,235776.0,0
9824,37,235776.0,0
9950,34,549240.0,1
9950,33,549240.0,0
9950,34,549240.0,1
9950,33,549240.0,0
9950,33,549240.0,0
9950,34,549240.0,1
9950,34,549240.0,1
9950,33,549240.0,0
9950,33,549240.0,0
9950,34,549240.0,1
9950,33,549240.0,0
9950,33,549240.0,0
3162,34,227664.0,1
9950,34,549240.0,1
2093,42,79115.40000000001,0
2093,39,79115.40000000001,0
2093,42,79115.40000000001,0
2093,39,79115.40000000001,0
2093,39,79115.40000000001,0
2093,39,79115.40000000001,0
2093,42,79115.40000000001,0
2093,42,79115.40000000001,0
2093,42,79115.40000000001,0
2093,39,79115.40000000001,0
2093,42,79115.40000000001,0
2093,39,79115.40000000001,0
2093,39,79115.40000000001,0
2093,42,79115.40000000001,0
2093,42,79115.40000000001,0
9980,36,1317360.0,0
9980,25,1317360.0,0
9980,36,1317360.0,0
9980,25,1317360.0,0
9980,25,1317360.0,0
9980,25,1317360.0,0
9980,36,1317360.0,0
9980,36,1317360.0,0
9980,36,1317360.0,0
9980,25,1317360.0,0
9980,36,1317360.0,0
9980,25,1317360.0,0
9980,25,1317360.0,0
9980,25,1317360.0,0
9980,36,1317360.0,0
9980,36,1317360.0,0
3894,22,140184.0,1
3894,27,140184.0,1
3894,22,140184.0,1
3894,27,140184.0,1
3894,22,140184.0,1
3894,22,140184.0,1
3894,27,140184.0,1
3894,27,140184.0,1
3894,22,140184.0,1
3894,27,140184.0,1
3894,22,140184.0,1
3894,27,140184.0,1
3894,22,140184.0,1
3894,22,140184.0,1
3894,27,140184.0,1
3894,27,140184.0,1
4051,48,510426.0,0
4051,35,510426.0,0
4051,35,510426.0,0
4051,35,510426.0,0
4051,48,510426.0,0
4051,48,510426.0,0
4051,48,510426.0,0
4051,35,510426.0,0
4051,48,510426.0,0
4051,35,510426.0,0
4051,35,510426.0,0
4051,35,510426.0,0
4051,48,510426.0,0
4051,48,510426.0,0
16835,55,2222220.0,0
16835,49,2222220.0,1
16835,55,2222220.0,0
16835,49,2222220.0,1
16835,49,2222220.0,1
16835,49,2222220.0,1
6306,53,1112378.4000000001,1
17328,54,4366656.0,0
16835,55,2222220.0,0
2153,55,232524.0,0
16835,55,2222220.0,0
16835,55,2222220.0,0
16835,49,2222220.0,1
16835,55,2222220.0,0
16835,49,2222220.0,1
16835,49,2222220.0,1
16835,49,2222220.0,1
6306,53,1112378.4000000001,1
17328,54,4366656.0,0
16835,55,2222220.0,0
2153,55,232524.0,0
16835,55,2222220.0,0
6230,41,1121400.0,0
6230,31,1121400.0,1
6230,31,1121400.0,1
6230,41,1121400.0,0
6230,31,1121400.0,1
6230,31,1121400.0,1
6230,41,1121400.0,0
6230,41,1121400.0,0
6230,41,1121400.0,0
6230,31,1121400.0,1
6230,31,1121400.0,1
6230,41,1121400.0,0
6230,31,1121400.0,1
6230,31,1121400.0,1
6230,41,1121400.0,0
6230,41,1121400.0,0
4717,35,679248.0,0
4717,31,679248.0,0
4717,35,679248.0,0
4717,31,679248.0,0
4717,31,679248.0,0
4717,31,679248.0,0
4717,35,679248.0,0
4717,35,679248.0,0
4717,35,679248.0,0
4717,31,679248.0,0
4717,35,679248.0,0
4717,31,679248.0,0
4717,31,679248.0,0
4717,31,679248.0,0
4717,35,679248.0,0
4717,35,679248.0,0
13237,40,3335724.0,0
13237,40,3335724.0,0
13237,31,3335724.0,1
13237,31,3335724.0,1
13237,31,3335724.0,1
13237,40,3335724.0,0
13237,40,3335724.0,0
13237,40,3335724.0,0
13237,31,3335724.0,1
13237,40,3335724.0,0
13237,31,3335724.0,1
13237,31,3335724.0,1
13237,31,3335724.0,1
13237,40,3335724.0,0
13237,40,3335724.0,0
3755,39,425817.0,0
3755,27,425817.0,0
3755,39,425817.0,0
3755,27,425817.0,0
3755,27,425817.0,0
3755,27,425817.0,0
3755,39,425817.0,0
3755,39,425817.0,0
3755,39,425817.0,0
3755,27,425817.0,0
3755,39,425817.0,0
3755,27,425817.0,0
3755,27,425817.0,0
3755,27,425817.0,0
3755,39,425817.0,0
6582,31,552888.0,0
6582,36,552888.0,0
6582,36,552888.0,0
6582,31,552888.0,0
6582,31,552888.0,0
6582,36,552888.0,0
6582,36,552888.0,0
6582,31,552888.0,0
6582,36,552888.0,0
6582,31,552888.0,0
6582,36,552888.0,0
6582,31,552888.0,0
6582,31,552888.0,0
6582,36,552888.0,0
6582,36,552888.0,0
7406,42,1026471.6000000001,0
7406,25,1026471.6000000001,1
7406,42,1026471.6000000001,0
7406,25,1026471.6000000001,1
7406,25,1026471.6000000001,1
7406,42,1026471.6000000001,0
7406,42,1026471.6000000001,0
7406,42,1026471.6000000001,0
7406,25,1026471.6000000001,1
7406,25,1026471.6000000001,1
7406,42,1026471.6000000001,0
7406,25,1026471.6000000001,1
7406,25,1026471.6000000001,1
7406,42,1026471.6000000001,0
7406,42,1026471.6000000001,0
4805,45,544887.0,0
4805,56,544887.0,0
4805,56,544887.0,0
4805,45,544887.0,0
4805,45,544887.0,0
4805,56,544887.0,0
2897,56,344163.60000000003,0
4805,45,544887.0,0
4805,56,544887.0,0
4805,56,544887.0,0
4805,45,544887.0,0
4805,45,544887.0,0
4805,56,544887.0,0
2897,56,344163.60000000003,0
2741,26,276292.8,1
2741,34,276292.8,0
2741,34,276292.8,0
2741,26,276292.8,1
2741,26,276292.8,1
2741,26,276292.8,1
2741,34,276292.8,0
2741,34,276292.8,0
2741,26,276292.8,1
2741,34,276292.8,0
2741,34,276292.8,0
2741,26,276292.8,1
2741,26,276292.8,1
2741,26,276292.8,1
2741,34,276292.8,0
2741,34,276292.8,0
4262,29,225033.6,0
4262,31,225033.6,0
4262,31,225033.6,0
4262,29,225033.6,0
4262,29,225033.6,0
4262,29,225033.6,0
4262,31,225033.6,0
4262,31,225033.6,0
4262,29,225033.6,0
4262,31,225033.6,0
4262,29,225033.6,0
4262,29,225033.6,0
4262,29,225033.6,0
4262,31,225033.6,0
4262,31,225033.6,0
16184,33,1427428.8,0
16184,39,1427428.8,1
16184,33,1427428.8,0
16184,39,1427428.8,1
16184,33,1427428.8,0
16184,33,1427428.8,0
16184,39,1427428.8,1
16184,39,1427428.8,1
16184,33,1427428.8,0
16184,33,1427428.8,0
16184,39,1427428.8,1
16184,33,1427428.8,0
16184,33,1427428.8,0
16184,39,1427428.8,1
16184,39,1427428.8,1
11557,31,873709.2000000001,0
11557,31,873709.2000000001,1
11557,31,873709.2000000001,1
11557,31,873709.2000000001,0
11557,31,873709.2000000001,0
11557,31,873709.2000000001,1
11557,31,873709.2000000001,1
11557,31,873709.2000000001,0
11557,31,873709.2000000001,0
11557,31,873709.2000000001,1
11557,31,873709.2000000001,0
11557,31,873709.2000000001,0
11557,31,873709.2000000001,1
11557,31,873709.2000000001,1
11557,31,873709.2000000001,0
1878,18,22536.0,1
1878,31,22536.0,1
1878,31,22536.0,1
1878,18,22536.0,1
1878,18,22536.0,1
1878,18,22536.0,1
1878,31,22536.0,1
1878,31,22536.0,1
1878,18,22536.0,1
1878,31,22536.0,1
1878,18,22536.0,1
1878,18,22536.0,1
1878,18,22536.0,1
1878,31,22536.0,1
1878,31,22536.0,1
10932,40,275486.4,0
10932,44,275486.4,0
10932,40,275486.4,0
10932,40,275486.4,0
10932,40,275486.4,0
10932,44,275486.4,0
10932,44,275486.4,0
10932,40,275486.4,0
10932,44,275486.4,0
10932,40,275486.4,0
10932,40,275486.4,0
10932,40,275486.4,0
10932,44,275486.4,0
10932,44,275486.4,0
6811,41,735588.0,0
6811,44,735588.0,0
6811,41,735588.0,0
6811,44,735588.0,0
6811,41,735588.0,0
6811,41,735588.0,0
6811,44,735588.0,0
6811,44,735588.0,0
6811,41,735588.0,0
6811,41,735588.0,0
6811,44,735588.0,0
6811,41,735588.0,0
6811,41,735588.0,0
6811,44,735588.0,0
6811,44,735588.0,0
4306,26,56839.200000000004,0
4306,30,56839.200000000004,0
4306,30,56839.200000000004,0
4306,26,56839.200000000004,0
4306,26,56839.200000000004,0
4306,30,56839.200000000004,0
4306,30,56839.200000000004,0
4306,26,56839.200000000004,0
4306,30,56839.200000000004,0
4306,26,56839.200000000004,0
4306,26,56839.200000000004,0
4306,26,56839.200000000004,0
4306,30,56839.200000000004,0
4306,30,56839.200000000004,0
4859,35,349848.0,0
4859,57,349848.0,0
4859,35,349848.0,0
4859,57,349848.0,0
4859,35,349848.0,0
4859,35,349848.0,0
4859,57,349848.0,0
4859,57,349848.0,0
4859,35,349848.0,0
4859,35,349848.0,0
4859,57,349848.0,0
4859,35,349848.0,0
4859,35,349848.0,0
4859,57,349848.0,0
4859,57,349848.0,0
5337,34,704484.0,0
5337,49,704484.0,0
5337,49,704484.0,0
5337,34,704484.0,0
5337,34,704484.0,0
5337,34,704484.0,0
5337,49,704484.0,0
5337,49,704484.0,0
5337,34,704484.0,0
5337,49,704484.0,0
5337,34,704484.0,0
2693,34,64632.0,0
5337,34,704484.0,0
5337,49,704484.0,0
5337,49,704484.0,0
2340,26,56160.0,1
2340,35,56160.0,0
2340,35,56160.0,0
2340,26,56160.0,1
2340,26,56160.0,1
2340,26,56160.0,1
2340,35,56160.0,0
2340,35,56160.0,0
2340,26,56160.0,1
2340,35,56160.0,0
2340,26,56160.0,1
2340,26,56160.0,1
2340,26,56160.0,1
2340,35,56160.0,0
2340,35,56160.0,0
7491,37,629244.0,0
7491,24,629244.0,0
7491,37,629244.0,0
7491,24,629244.0,0
7491,24,660706.2000000001,0
7491,24,692168.4,0
7491,37,629244.0,0
7491,37,629244.0,0
7491,37,629244.0,0
7491,37,629244.0,0
7491,24,629244.0,0
7491,24,660706.2000000001,0
7491,24,692168.4,0
7491,37,629244.0,0
7491,37,629244.0,0
10527,46,378972.0,0
10527,29,378972.0,0
10527,46,378972.0,0
10527,29,378972.0,0
10527,29,378972.0,0
10527,29,378972.0,0
10527,46,378972.0,0
10527,46,378972.0,0
10527,46,378972.0,0
10527,46,378972.0,0
5204,29,131140.80000000002,0
10527,29,378972.0,0
10527,29,378972.0,0
10527,46,378972.0,0
10527,46,378972.0,0
16595,41,3972843.0,0
16595,30,3972843.0,0
16595,30,3972843.0,0
16595,41,3972843.0,0
16595,30,3972843.0,0
16595,30,3972843.0,0
16595,41,3972843.0,0
16595,41,3972843.0,0
16595,41,3972843.0,0
16595,30,3972843.0,0
16595,41,3972843.0,0
16595,30,3972843.0,0
16595,30,3972843.0,0
16595,41,3972843.0,0
16595,41,3972843.0,0
8834,37,1113084.0,0
8834,55,1113084.0,0
8834,55,1113084.0,0
8834,37,1113084.0,0
8834,37,1113084.0,0
8834,37,1113084.0,0
8834,55,1113084.0,0
8834,37,1113084.0,0
8834,55,1113084.0,0
8834,55,1113084.0,0
8834,37,1113084.0,0
8834,37,1113084.0,0
8834,37,1113084.0,0
8834,55,1113084.0,0
5577,52,809780.4,0
5577,28,809780.4,0
5577,28,809780.4,0
5577,52,809780.4,0
5577,28,809780.4,0
5577,28,809780.4,0
5577,52,809780.4,0
5577,52,809780.4,0
5577,52,809780.4,0
5577,28,809780.4,0
5577,28,809780.4,0
5577,52,809780.4,0
5577,28,809780.4,0
5577,28,809780.4,0
5577,52,809780.4,0
5577,52,809780.4,0
4707,32,282420.0,1
4707,28,282420.0,0
4707,28,282420.0,0
4707,32,282420.0,1
4707,28,282420.0,0
4707,28,282420.0,0
4707,32,282420.0,1
4707,32,282420.0,1
4707,32,282420.0,1
4707,28,282420.0,0
4707,28,282420.0,0
2277,32,975466.8,1
4707,28,282420.0,0
4707,28,282420.0,0
4707,32,282420.0,1
4707,32,282420.0,1
2400,24,95040.00000000001,0
2400,29,95040.00000000001,0
2400,29,95040.00000000001,0
2400,24,95040.00000000001,0
2400,24,90720.0,0
2400,24,99359.99999999999,0
2400,29,95040.00000000001,0
